Unique_ID,FiscalYear,Institution,AmountPaid,Program_Name,Program_Type,Title,Main_Discipline,Area_of_Research
181908.0,2020,Dalhousie University,41386.0,Operating Grant,Grant Program,Role of mitochondrial cholesterol homeostasis in brain energy metabolism and neuronal function,Biomedical,Neurosciences-neurological disorders
384165.0,2020,University of Ottawa,57821.0,Operating Grant,Grant Program,"Functional organization, neuromodulation and plasticity of neural pathways implicated in major depression",Biomedical,Mental health and behavioural conditions-psychology and psychiatry
74550.0,2020,Queen's University,188809.0,Operating Grant,Grant Program,Mechanisms regulating RET receptor-mediated tumourigenesis,Biomedical,Cancer
852922.0,2020,University of Western Ontario,182081.0,Operating Grant,Grant Program,Engineering Adipogenesis for Soft Tissue Regeneration,Biomedical,Biomedical engineering and medicines
403232.0,2020,Institut universitaire de cardiologie et de pneumologie de Quebec - U Laval,36138.0,Operating Grant,Grant Program,The role of DEPTOR in Energy Balance Regulation,Biomedical,Psychosocial/health behavioural res.
374193.0,2020,"St. Paul's Hospital, Vancouver",25098.0,Operating Grant,Grant Program,Epigenetic and Transcriptomic Disturbances in HIV-Associated COPD,Clinical,Genetics-molecular and functional genetics and epigenetics
201905.0,2020,University of Toronto,263475.0,Operating Grant,Grant Program,Systematic characterization of the Hsp70-regulated proteostasis network,Biomedical,"Genomics, proteomics, and bioinformatics"
315408.0,2020,University of Calgary,165274.0,Operating Grant,Grant Program,Elucidating the role of lysine acetylation in stress granule dynamics,Biomedical,Health research
12785.0,2020,Centre hospitalier de l'Universite Laval,32196.0,Operating Grant,Grant Program,Contribution of the orphan receptor NR4A1 in the control of influenza virus infection and lung inflammation,Biomedical,Immunology and infection-immunology and autoimmune diseases (including rheumatology)
413327.0,2020,University of Saskatchewan,232536.0,Operating Grant,Grant Program,Regenerative neuronal reprogramming: elucidating and enhancing intrinsic neural repair programs,Biomedical,Neurosciences-neurological disorders
424841.0,2020,Centre hospitalier de l'Universite Laval,179536.0,Operating Grant,Grant Program,Transcriptional regulators of Leydig cell differentiation and function,Biomedical,"Molecular, cellular and systems biology-cell signaling"
769851.0,2020,University of Toronto,241150.0,Operating Grant,Grant Program,Genome-scale discovery and classification of functional genetic elements that drive cancer cell proliferation with ultracomplex CRISPR-Cas libraries,Biomedical,Cancer
934697.0,2020,CIUSSS de l'Ouest-de-l'Ile-de-Montreal-Douglas Hospital,51243.0,Operating Grant,Grant Program,In-vivo Imaging of Neuroinflammation in Autism Spectrum Disorder,Biomedical,Imaging
75499.0,2020,Université de Montréal,42645.0,Operating Grant,Grant Program,How does rapid drug delivery promote compulsive drug use?,Biomedical,Other medical research
774093.0,2020,Dalhousie University,147991.0,Operating Grant,Grant Program,Mechanisms of Arrhythmogenesis with Altered Ventricular Strain during Acute Regional Ischaemia,Biomedical,Other medical research
40171.0,2020,Universite du Quebec a Montreal,32511.0,Operating Grant,Grant Program,The role of regulatory T cells in HIV infection: implication in host-virus interaction,Biomedical,Immunology-transplantation
645923.0,2020,Universite de Sherbrooke,173406.0,Operating Grant,Grant Program,Endosomal control of autophagy in colorectal cancer,Biomedical,Cancer
191800.0,2020,"BC Cancer, part of PHSA",49893.0,Operating Grant,Grant Program,Longitudinal assessment of immune-tumor interactions during lung cancer progression,Biomedical,Cancer-cancer progression and metastasis
744402.0,2020,Sunnybrook Health Sciences Centre,239393.0,Operating Grant,Grant Program,The NEUROlogically-impaired extubation Timing Trial (NEURO-ETT),Clinical,Neurosciences-neurological disorders
124358.0,2020,Universite de Sherbrooke,177598.0,Operating Grant,Grant Program,The role of SHP-2 in the pathogenesis of inflammatory bowel disease,Biomedical,Health research
639104.0,2020,Sunnybrook Health Sciences Centre,244303.0,Operating Grant,Grant Program,Paramedic Initiated Treatment of Sepsis Trial in Out-of-hospital Patients (PITSTOP),Health systems/services,"Medical research, hospital treatment, surgery"
823284.0,2020,Sunnybrook Health Sciences Centre,52159.0,Operating Grant,Grant Program,Novel Regulators of Mitochondrial Dynamics,Biomedical,Genetics
668357.0,2020,University of Toronto,139136.0,Operating Grant,Grant Program,Structural and molecular basis for the control of collagen mineralization at the periodontal ligament-cementum junction,Biomedical,Health services research
464756.0,2020,Université de Montréal,244018.0,Operating Grant,Grant Program,Structural and functional studies of macromolecular interactions regulating hematopoietic development.,Biomedical,"Molecular, cellular and systems biology-cell signaling"
109302.0,2020,University Health Network,47578.0,Operating Grant,Grant Program,Next generation arrhythmia modeling: the role of pluripotent stem cells and the future of personalized medicine,Biomedical,Biomedical engineering and medicines
536029.0,2020,University of Western Ontario,48023.0,Operating Grant,Grant Program,nNOS regulates store-operated calcium entry in cardiomyocytes,Biomedical,"Cardiovascular, respiratory and circulatory systems-cardiovascular and circulatory sciences"
985943.0,2020,Hospital for Sick Children,54778.0,Operating Grant,Grant Program,Mechanisms and Risk Stratification for Treatment of Acute Myeloid Leukemia in Children with Down syndrome,Biomedical,Genetics-molecular and functional genetics and epigenetics
742482.0,2020,Centre hospitalier de l'Universite de Montreal,160378.0,Operating Grant,Grant Program,Novel functional outcomes of vitamin D in infancy; can correction of low vitamin D status program for a leaner body composition phenotype?,Clinical,Health research
980331.0,2020,CIUSSS de l'Ouest-de-l'Ile-de-Montreal-Douglas Hospital,180708.0,Operating Grant,Grant Program,Role of developing hippocampus in organizing prefrontal cortical functions,Biomedical,Neurosciences-neurological disorders
6467.0,2020,University of Toronto,42792.0,Operating Grant,Grant Program,Regulation of endothelial gene expression by epigenetic signalling pathways,Biomedical,Genetics-molecular and functional genetics and epigenetics
513739.0,2020,Sunnybrook Health Sciences Centre,189743.0,Operating Grant,Grant Program,The role of Glypican-6 in Recessive Omodysplasia,Biomedical,Genetics
700620.0,2020,McMaster University,204889.0,Operating Grant,Grant Program,Mechanisms of HDL induced signaling in vascular cells and role in protection against coronary artery atherosclerosis.,Biomedical,Cardiovascular
676879.0,2020,Simon Fraser University,36417.0,Operating Grant,Grant Program,Mechanisms and impact of genome modifying processes in immunity and cancer,Biomedical,Cancer
968685.0,2020,University of Western Ontario,50445.0,Operating Grant,Grant Program,Cell signaling pathway regulation by the RanBPM/CTLH complex in cancer development,Biomedical,Cancer-cancer drug development and therapeutics
508770.0,2020,Institut de recherches cliniques de Montreal,261470.0,Operating Grant,Grant Program,Mechanisms of breast cancer metastasis: Understanding the roles and molecular functions of the RTK AXL,Biomedical,Cancer-cancer progression and metastasis
229815.0,2020,University of Calgary,247649.0,Operating Grant,Grant Program,The Pathophysiological Role of Adrenergic Antibodies in Postural Tachycardia Syndrome,Clinical,Nervous system
141882.0,2020,University of British Columbia,45554.0,Operating Grant,Grant Program,Neural plasticity-dependent mechanisms of antidepressant efficacy in males and females,Biomedical,Mental health and behavioural conditions-psychology and psychiatry
509133.0,2020,Montreal Neurological Institute-Hospital,45705.0,Operating Grant,Grant Program,"Development of Novel Methods for Analyzing the Structure and Connectivity of the Human Basal Ganglia, Thalamus and Brainstem",Biomedical,Neurosciences-neurological disorders
496138.0,2020,Sinai Health System,209636.0,Operating Grant,Grant Program,Tissue engineering an intervertebral disc replacement,Biomedical,"Muscle, bone, or joint"
163924.0,2020,Université de Montréal,268762.0,Operating Grant,Grant Program,Cell biology and function of glutamate co-transmission in mesencephalic dopamine neurons.,Biomedical,Neurosciences-neurological disorders
224686.0,2020,Centre hospitalier universitaire Sainte-Justine,88534.0,Operating Grant,Grant Program,The predictive brain: a sensitive biomarker of neurodevelopment,Clinical,Neurosciences-neurological disorders
269430.0,2020,Université de Montréal,61127.0,Operating Grant,Grant Program,Structural Biology of DNA Damage-Dependent PARPs,Biomedical,Molecular biology
893685.0,2020,Centre hospitalier universitaire Sainte-Justine,69270.0,Operating Grant,Grant Program,Toward the cure of neuroblastoma: innovative immunotherapeutic approaches,Biomedical,Immunology-transplantation
172767.0,2020,Lunenfeld-Tanenbaum Research Institute,166155.0,Operating Grant,Grant Program,Axon Guidance and Cell Migration Mechanisms in C. elegans,Biomedical,"Molecular, cellular and systems biology-cell signaling"
953507.0,2020,University of Alberta,52626.0,Operating Grant,Grant Program,Envelope stress response regulation of virulence and antibiotic resistance in diarrheal pathogens,Biomedical,Epidemiology
672960.0,2020,Université de Montréal,206836.0,Operating Grant,Grant Program,The role of LARP1 in the translation of growth-promoting mRNAs,Biomedical,Genetics
429681.0,2020,Centre hospitalier de l'Universite Laval,45385.0,Operating Grant,Grant Program,"The characterization of MICL, a novel negative regulator of the immune response in arthritis.",Biomedical,Immunology and infection-immunology and autoimmune diseases (including rheumatology)
5780.0,2020,University of Western Ontario,50508.0,Operating Grant,Grant Program,Dclk1+ tuft cells as a cellular origin for inflammation-associated cancer in the gut,Biomedical,Cancer
348411.0,2020,University of Ottawa,229683.0,Operating Grant,Grant Program,Does maternal physical activity affect placenta biology? A multi-tiered approach,Biomedical,Health research
528187.0,2020,St. Michael's Hospital,51858.0,Operating Grant,Grant Program,Operative versus Non-operative Treatment of Acute Unstable Chest Wall Injuries: A Multi-Centred Randomized Controlled Trial,Clinical,"Medical research, hospital treatment, surgery"
928308.0,2020,Université Laval,24943.0,Operating Grant,Grant Program,Travail de nuit et difficultes de sommeil: determinants psychosociaux et intervention psychologique.,Social/Cultural/Environmental/Population Health,Psychosocial/health behavioural res.
803478.0,2020,Université de Montréal,281955.0,Operating Grant,Grant Program,Sensori-motor integration in trigeminal circuits of the masticatory central pattern generator,Biomedical,Multidisciplinary
677706.0,2020,McGill University,58864.0,Operating Grant,Grant Program,Mechanisms of GnRH action,Biomedical,Aging
521138.0,2020,University of Manitoba,215390.0,Operating Grant,Grant Program,Regulation of a neuronal synaptic pathway in neurodevelopmental and psychiatric disorders,Biomedical,Mental health and behavioural conditions-psychology and psychiatry
667694.0,2020,University of British Columbia,61323.0,Operating Grant,Grant Program,Npas4 Regulation of Glucose Homeostasis,Biomedical,"Molecular, cellular and systems biology-cell biology and physiology"
130444.0,2020,Institut de recherches cliniques de Montreal,52429.0,Operating Grant,Grant Program,Molecular analysis of osteopetrosis,Biomedical,Health research
614392.0,2020,Université de Montréal,159525.0,Operating Grant,Grant Program,Signaling events that regulate endothelial intercellular junctions and angiogenesis,Biomedical,"Molecular, cellular and systems biology-cell signaling"
936251.0,2020,Centre for Addiction and Mental Health,44337.0,Operating Grant,Grant Program,"Development, validation and benefits of a genetic risk model for antipsychotic-induced weight gain",Biomedical,Genetics
530524.0,2020,Université Laval,214379.0,Operating Grant,Grant Program,Role of autotaxin bound to platelet-derived microparticles to development of vascular damage in arthritis.,Biomedical,Immunology and infection-immunology and autoimmune diseases (including rheumatology)
805798.0,2020,Queen's University,194442.0,Operating Grant,Grant Program,A novel regulation of the hERG channel and its role in long QT syndrome and sudden cardiac death,Biomedical,"Molecular, cellular and systems biology-cell signaling"
929299.0,2020,Institut de recherches cliniques de Montreal,58344.0,Operating Grant,Grant Program,The synergistic integration of ephrin and Netrin signals in the developing nervous system.,Biomedical,Nervous system
72839.0,2020,Centre de recherche de l'Hopital Maisonneuve-Rosemont,42263.0,Operating Grant,Grant Program,Elucidating mechanisms of MSC-induced tissue regeneration: path to mesenchymal stromal cell clinical trial in glaucoma,Biomedical,"Molecular, cellular and systems biology-cell signaling"
184755.0,2020,Université Laval,45395.0,Operating Grant,Grant Program,Substituted phenyl alkylureas as new potent antipsoriatic drugs: Mechanism of action and structure-activity relationships,Biomedical,Health research
778192.0,2020,University of Toronto,29598.0,Operating Grant,Grant Program,Molecular mechanisms of natural killer (NK) and innate lymphoid cell (ILC) development and function in health and disease,Biomedical,Immunology and infection-immunology and autoimmune diseases (including rheumatology)
195330.0,2020,University Health Network,189523.0,Operating Grant,Grant Program,Dissecting inflammatory and apoptotic signaling in adipocytes,Biomedical,"Molecular, cellular and systems biology-cell signaling"
72037.0,2020,Université de Montréal,65515.0,Operating Grant,Grant Program,Cerebral cortical neural mechanisms of motor and non-motor decisions.,Biomedical,Neurosciences-neurological disorders
867595.0,2020,University of Ottawa,187702.0,Operating Grant,Grant Program,Mechanisms of RNA Degradation by Autophagy,Biomedical,Molecular biology
556280.0,2020,Hospital for Sick Children,196728.0,Operating Grant,Grant Program,Cell size specification in normal and malignant populations,Biomedical,Cell biology
234655.0,2020,Université Laval,42729.0,Operating Grant,Grant Program,Importance of tissue-resident memory (Trm) CD8 T cells in controlling SIV infection in mucosal sites of viral entry,Biomedical,Immunology-transplantation
517457.0,2020,University of Alberta,151046.0,Operating Grant,Grant Program,siRNA Therapy for Leukemia: Synthetic Biomaterials to Deliver siRNA and Curb Uncontrolled Growth of Leukemic Cells,Biomedical,Cancer-cancer drug development and therapeutics
588295.0,2020,McGill University,50831.0,Operating Grant,Grant Program,Molecular basis and correction of CFTR defects in respiratory epithelial cells,Biomedical,"Cardiovascular, respiratory and circulatory systems-cardiovascular and circulatory sciences"
703039.0,2020,University of Toronto,45385.0,Operating Grant,Grant Program,Food intake control in children,Biomedical,Population and health-health promotion and disease prevention
781969.0,2020,University of British Columbia,187837.0,Operating Grant,Grant Program,Cell wall modifications required for helical cell shape of H. pylori.,Biomedical,"Molecular, cellular and systems biology-cell signaling"
701167.0,2020,University of British Columbia,453784.0,Operating Grant,Grant Program,Structure and function of neuronal calcium channels - contributions to brain pathophysiologies,Biomedical,Neurosciences-neurological disorders
279578.0,2020,University of Calgary,172105.0,Operating Grant,Grant Program,Exploitation of host ubiquitination pathways by pathogenic E. coli,Biomedical,Molecular biology
383153.0,2020,University of Victoria,178442.0,Operating Grant,Grant Program,Understanding a novel molecular mechanism controlling structural development of neurons,Biomedical,Neurosciences-neurological disorders
509247.0,2020,University of British Columbia,176717.0,Operating Grant,Grant Program,Using genetically engineered mouse models to define variables producing pancreatic ductal adenocarcinoma heterogeneity,Biomedical,"Molecular, cellular and systems biology-cell signaling"
209206.0,2020,McGill University,119896.0,Operating Grant,Grant Program,Neighbourhood Environment and Obesity in Children and Adolescents: Investigating Nocturnal and Diurnal Pathways,Social/Cultural/Environmental/Population Health,Psychosocial/health behavioural res.
370190.0,2020,Ottawa Hospital Research Institute,58374.0,Operating Grant,Grant Program,Role of oncogenic transcription factors in T-cell acute lymphoblastic leukemia,Biomedical,"Molecular, cellular and systems biology-cell signaling"
379620.0,2020,Dalhousie University,49345.0,Operating Grant,Grant Program,Role of PVRL4 (Nectin-4) receptor in measles virus infections and oncolytic therapy,Biomedical,Viral
705073.0,2020,University of Victoria,38902.0,Operating Grant,Grant Program,Defining the molecular basis of regulation of the phosphatidylinositol 4 kinases,Biomedical,"Molecular, cellular and systems biology-cell signaling"
102452.0,2020,Centre for Addiction and Mental Health,50012.0,Operating Grant,Grant Program,Effects of Sex Hormone Treatment on Brain Development: A Magnetic Resonance Imaging Study of Adolescents with Gender Dysphoria,Clinical,Mental health and behavioural conditions-psychology and psychiatry
810078.0,2020,University of Victoria,239121.0,Operating Grant,Grant Program,Fast cholinergic transmission in the visual system:from single synapses to behavior,Biomedical,Neurosciences-neurological disorders
418455.0,2020,University of Alberta,196251.0,Operating Grant,Grant Program,Characterization of molecular events controlling nuclear envelope/chromatin interaction.,Biomedical,Genetics-molecular and functional genetics and epigenetics
813300.0,2020,University of Calgary,50054.0,Operating Grant,Grant Program,Redefining mechanisms of protective immunity against Leishmania infection - towards a novel vaccination strategy,Biomedical,Infectious and parasitic
462900.0,2020,University of Manitoba,64846.0,Operating Grant,Grant Program,"An assessment of psychological factors, inflammatory biomarkers and kidney complications; the Improving renal Complications in Adolescents with type 2 diabetes through REsearch (iCARE) cohort study",Clinical,Health research
474085.0,2020,Research Institute of the McGill University Health Centre,53165.0,Operating Grant,Grant Program,System Immunobiology of S. aureus pathobiosis: Role of the AhR Gene Program,Biomedical,Epidemiology
279231.0,2020,McGill University,37503.0,Operating Grant,Grant Program,Investigating the regulation of lymphocyte function by metabolic reprogramming,Biomedical,"Molecular, cellular and systems biology-cell biology and physiology"
592756.0,2020,University Health Network,169232.0,Operating Grant,Grant Program,Translational Studies of RyR2 Modulation for Human Ventricular Fibrillation,Biomedical,Psychosocial/health behavioural res.
780320.0,2020,McGill University,39860.0,Operating Grant,Grant Program,Endothelial progenitor cell adhesion to biomimetic vascular substitutes,Biomedical,"Molecular, cellular and systems biology-cell signaling"
967327.0,2020,St. Michael's Hospital,149987.0,ICRH Community Development Program Grants - Resuscitation Clinical Research,Grant Program,CanROC - Canadian Resuscitation Outcomes Consortium: Toward a National Resuscitation Clinical Research Network,Clinical,Other medical research
713708.0,2020,Institut de recherches cliniques de Montreal,198269.0,Operating Grant,Grant Program,Maintenance of Polycomb Group protein mediated repression through mitosis.,Biomedical,"Molecular, cellular and systems biology-cell signaling"
687538.0,2020,CIUSSS de l'Ouest-de-l'Ile-de-Montreal-Douglas Hospital,160457.0,Operating Grant,Grant Program,"Aripiprazole Long Acting Injectable (ALAI), its potential enhancing effect on memory and associated neural structures: A longitudinal brain imaging study in first-episode psychosis",Biomedical,Psychosocial/health behavioural res.
128791.0,2020,Université Laval,1400000.0,Canada Excellence Research Chair,Award Program,Canada Excellence Research Chair in Neurophotonics,Biomedical,Neurosciences-neurological disorders
872694.0,2020,Michael Smith Health Research BC,694986.0,Support for people and patient-oriented research and trials (support) units,Grant Program,BC SUPPORT Unit,Biomedical,Multidisciplinary
74080.0,2020,B.C. Cancer Research Centre,10000.0,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships (CGS-D),Award Program,Methods for the economic evaluation of personalized medicine: a case study in advanced colorectal cancer,Health systems/services,Cancer
993081.0,2020,Université de Montréal,5000.0,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships (CGS-D),Award Program,Evaluating the Unintended Effects of an Intervention Combining Performance-Based Financing with Social Protection in Burkina Faso,Health systems/services,Psychosocial/health behavioural res.
907607.0,2020,Universite du Quebec a Trois-Rivieres,10000.0,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships (CGS-D),Award Program,Effet de la stimulation transcranienne par courant direct anodale sur les capacites d'apprentissage moteur chez les athletes commotionnes,Clinical,Genetics
984652.0,2020,CIUSSS du Centre-Sud-de-l'Ile-de-Montreal,1118100.0,Institute Support Grant,Grant Program,"The Institute Support Grant for the CIHR Institute of Gender and Health (IGH), a constituent Institute of the Canadian Institutes of Health Research.",Social/Cultural/Environmental/Population Health,Health research
231783.0,2020,University of New Brunswick,24905.0,SPOR Pan-Canadian Network in Primary and Integrated Health Care Innovations: Management & Operations Grant,Grant Program,New Brunswick SPOR Network: Primary and Integrated Community Care,Clinical,Epidemiology
642944.0,2020,CIUSSS du Centre-Sud-de-l'Ile-de-Montreal,150000.0,Scientific Director Research Program Supplement,Grant Program,Scientific Director Supplement Grant,Social/Cultural/Environmental/Population Health,Genetics
329056.0,2020,University of Manitoba,39167.0,Chair: GlaxoSmithKline Partnered,Award Program,Dynamics of cell-to-cell mediated HIV-1 spread in the lymph node,Biomedical,Cell biology
243400.0,2020,University of Alberta,8500.0,Chair: GlaxoSmithKline Partnered,Award Program,Proteinase-Activated Receptors as a therapeutic target in allergic inflammation,Biomedical,Immunology and infection-immunology and autoimmune diseases (including rheumatology)
348058.0,2020,Dalhousie University,24905.0,SPOR Pan-Canadian Network in Primary and Integrated Health Care Innovations: Management & Operations Grant,Grant Program,Nova Scotia Primary and Integrated Health Care Innovations Network,Health systems/services,Health services research
486777.0,2020,Memorial University of Newfoundland,24905.0,SPOR Pan-Canadian Network in Primary and Integrated Health Care Innovations: Management & Operations Grant,Grant Program,Primary Healthcare Research and Integration to Improve Health System Efficiency (PRIIME),Clinical,Health research
239295.0,2020,Universite de Sherbrooke,16370.71,SPOR Pan-Canadian Network in Primary and Integrated Health Care Innovations: Management & Operations Grant,Grant Program,Quebec Knowledge Network in Integrated Primary Health Care : Reseau de connaissances en services et soins de sante integres de premiere ligne du Quebec,Health systems/services,Health services research
239295.0,2020,Universite de Sherbrooke,108534.29,SPOR Pan-Canadian Network in Primary and Integrated Health Care Innovations: Management & Operations Grant,Grant Program,Quebec Knowledge Network in Integrated Primary Health Care : Reseau de connaissances en services et soins de sante integres de premiere ligne du Quebec,Health systems/services,Health services research
431522.0,2020,University of Manitoba,18753.0,Chair: GlaxoSmithKline Partnered - Operating Component,Grant Program,Dynamics of cell-to-cell mediated HIV-1 spread in the lymph node,Biomedical,Cell biology
594721.0,2020,University of Manitoba,16667.0,SPOR Pan-Canadian Network in Primary and Integrated Health Care Innovations: Management & Operations Grant,Grant Program,The Manitoba SPOR Primary and Integrated Health Care Innovation Network (MSN): Management and Operations Grant,Health systems/services,Health services research
436726.0,2020,University Hospital,124905.0,SPOR Pan-Canadian Network in Primary and Integrated Health Care Innovations: Management & Operations Grant,Grant Program,BC's Primary Health Care Research Network,Health systems/services,Health research
852828.0,2020,University of Alberta,15107.0,Chair: GlaxoSmithKline Partnered - Operating Component,Grant Program,Proteinase-Activated Receptors as a therapeutic target in allergic inflammation,Biomedical,Immunology and infection-immunology and autoimmune diseases (including rheumatology)
670598.0,2020,CHU de Quebec,625440.0,Foundation Grant,Grant Program,"A research program on the pathogenesis, treatment and prevention of respiratory and herpes viruses",Biomedical,Viral
902888.0,2020,University Health Network,278508.0,Foundation Grant,Grant Program,The role of the immune system in obesity related insulin resistance and metabolic disease,Biomedical,Immunology-transplantation
497062.0,2020,Centre hospitalier de l'Universite de Montreal,237389.0,Foundation Grant,Grant Program,Studying HIV-1 Env conformational changes : a structural/functional approach to eliminate HIV-1-infected cells,Biomedical,Viral
648936.0,2020,CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,404834.0,Foundation Grant,Grant Program,Inherited susceptibility to cancer: from gene discovery to mechanisms to clinical applications,Biomedical,Cancer-mechanisms of carcinogenesis
420997.0,2020,University of British Columbia,230375.0,Foundation Grant,Grant Program,Harnessing chemical biology to control pathogenic bacteria and regulate the gut microbiota,Biomedical,Molecular biology
538232.0,2020,University of Calgary,376361.0,Foundation Grant,Grant Program,Enteric neural and glial control of gastrointestinal function in health and inflammatory disease.,Biomedical,"Medical research, hospital treatment, surgery"
829980.0,2020,University of British Columbia,200000.0,Canada Research Chairs - CIHR Funded - Tier 1,Award Program,Molecular Oncology,Biomedical,Cancer-cancer drug development and therapeutics
388374.0,2020,University of Manitoba,200000.0,Canada Research Chairs - CIHR Funded - Tier 1,Award Program,Global Public Health,Social/Cultural/Environmental/Population Health,Health
858908.0,2020,University of Toronto,200000.0,Canada Research Chairs - CIHR Funded - Tier 1,Award Program,arterial wall biology and atherogenesis,Biomedical,Cardiovascular
180298.0,2020,University of Calgary,200000.0,Canada Research Chairs - CIHR Funded - Tier 1,Award Program,Non-motor symptoms of Parkinson's disease,Clinical,Neurosciences-neurological disorders
128722.0,2020,McGill University,200000.0,Canada Research Chairs - CIHR Funded - Tier 1,Award Program,Translational Epidemiology and Global Health,Social/Cultural/Environmental/Population Health,Epidemiology
27809.0,2020,McGill University,200000.0,Canada Research Chairs - CIHR Funded - Tier 1,Award Program,Muscle Biophysics,Biomedical,"Muscle, bone, or joint"
211023.0,2020,University of Toronto,200000.0,Canada Research Chairs - CIHR Funded - Tier 1,Award Program,Drug Design for Protein Misfolding Disorders,Biomedical,Molecular biology
178516.0,2020,Université de Montréal,200000.0,Canada Research Chairs - CIHR Funded - Tier 1,Award Program,Canada Research Chair in Genetics and Genomic Medicine,Biomedical,Genetics
496489.0,2020,McMaster University,200000.0,Canada Research Chairs - CIHR Funded - Tier 1,Award Program,Canada Research Chair in Research Transfer in Intensive Care,Clinical,"Medical research, hospital treatment, surgery"
715758.0,2020,University of Calgary,200000.0,Canada Research Chairs - CIHR Funded - Tier 1,Award Program,Molecular and Cellular Biomechanics,Biomedical,"Molecular, cellular and systems biology-molecular biology"
301043.0,2020,McGill University,200000.0,Canada Research Chairs - CIHR Funded - Tier 1,Award Program,Genetics of Pain,Biomedical,Genetics
955791.0,2020,Université de Montréal,200000.0,Canada Research Chairs - CIHR Funded - Tier 1,Award Program,Sleep Medicine,Clinical,"Neurosciences-cognition, communication and behaviour (including sleep and memory)"
118310.0,2020,University of Toronto,200000.0,Canada Research Chairs - CIHR Funded - Tier 1,Award Program,Autoimmunity and Tumor Immunity,Biomedical,Cancer
678708.0,2020,McMaster University,200000.0,Canada Research Chairs - CIHR Funded - Tier 1,Award Program,Canada Research Chair in Thrombosis,Biomedical,Other medical research
328495.0,2020,University of British Columbia,200000.0,Canada Research Chairs - CIHR Funded - Tier 1,Award Program,Global Health and Capacity Building,Social/Cultural/Environmental/Population Health,Health
125584.0,2020,Université Laval,60000.0,Canada Research Chairs - CIHR Funded - Tier 2,Award Program,Cancer Proteomics,Biomedical,Cancer
112909.0,2020,Université de Montréal,90000.0,Canada Research Chairs - CIHR Funded - Tier 2,Award Program,Canada Research Chair in Patient and Public Partnership,Health systems/services,Other medical research
66301.0,2020,Université Laval,30000.0,Canada Research Chairs - CIHR Funded - Tier 2,Award Program,Genomics of cardio-respiratory diseases,Biomedical,"Cardiovascular, respiratory and circulatory systems-cardiovascular and circulatory sciences"
390985.0,2020,University of Alberta,50243.0,SPOR Pan-Canadian Network in Primary and Integrated Health Care Innovations: Management & Operations Grant,Grant Program,Management and Operations of a Northern-Based SPOR Network in Primary and Integrated Health Care Innovations,Health systems/services,Health services research
564388.0,2020,University of Calgary,547122.0,Foundation Grant,Grant Program,Advancing antigen-specific nanomedicines for the treatment of autoimmune disease: mechanistic and translational studies.,Biomedical,Immunology and infection-immunology and autoimmune diseases (including rheumatology)
219719.0,2020,University of British Columbia,30000.0,Canada Research Chairs - CIHR Funded - Tier 2,Award Program,Physical Activity and Health,Social/Cultural/Environmental/Population Health,Health
124254.0,2020,McMaster University,120000.0,Canada Research Chairs - CIHR Funded - Tier 2,Award Program,"Palliative Care, Cancer and Health System Innovation",Health systems/services,Cancer
235328.0,2020,University of Victoria,30000.0,Canada Research Chairs - CIHR Funded - Tier 2,Award Program,"Substance Use, Addictions, and Health Services Research",Health systems/services,Mental health and behavioural conditions-mental health and addiction
14366.0,2020,Institut de recherches cliniques de Montreal,601295.0,Foundation Grant,Grant Program,The proprotein convertases and their partners in health and disease,Biomedical,Epidemiology
959546.0,2020,University of Guelph,321397.0,Foundation Grant,Grant Program,Surface glycoconjugates in bacterial pathogens,Biomedical,Infectious and parasitic
893753.0,2020,McGill University,410969.0,Foundation Grant,Grant Program,Targeting Deregulated Translational Control in Cancer,Biomedical,Cancer-cancer drug development and therapeutics
858211.0,2020,University of Western Ontario,414193.0,Foundation Grant,Grant Program,Muscarinic cholinergic modulation of cognition in primates,Biomedical,Nervous system
856077.0,2020,University of Calgary,408769.0,Foundation Grant,Grant Program,"Synapses, Circuits and Stress",Biomedical,Aging
667843.0,2020,University of Saskatchewan,373817.0,Foundation Grant,Grant Program,Design and evaluation of integrated primary health care practices for dementia in rural and remote settings,Health systems/services,Mental health
454672.0,2020,University of Western Ontario,302349.0,Foundation Grant,Grant Program,Feature extraction in the tactile periphery: from basic neural mechanisms to better treatments for nerve injury.,Biomedical,Nervous system
870258.0,2020,Institut de recherches cliniques de Montreal,534554.0,Foundation Grant,Grant Program,"Transcriptional control of hematopoiesis, immune cell differentiation and leukemia",Biomedical,"Molecular, cellular and systems biology-cell signaling"
680663.0,2020,McGill University,602248.0,Foundation Grant,Grant Program,Oncogene-mediated signal transduction in transgenic mouse models of human breast cancer,Biomedical,Cancer-mechanisms of carcinogenesis
961700.0,2020,CIUSSS de l'Ouest-de-l'Ile-de-Montreal-Douglas Hospital,937846.0,Foundation Grant,Grant Program,Characterizing the depressed and suicidal brain through a multidisciplinary approach,Biomedical,Mental health
535563.0,2020,University of Alberta,25000.0,Canada Research Chairs - CIHR Funded - Tier 2,Award Program,Physical Activity Promotion,Social/Cultural/Environmental/Population Health,Health
