Unique_ID,FiscalYear,Institution,AmountPaid,Program_Name,Program_Type,Title,Main_Discipline,Area_of_Research
621474.0,2020,McMaster University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,A comprehensive investigation of bacterial nutrient biosynthesis as a novel source of antimicrobial targets,Biomedical,Genetics
834761.0,2020,McMaster University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Development of novel in silico tools to predict pathogenicity of rare variants using post-translational modification data,Biomedical,Genetics
150911.0,2020,McMaster University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Achieving equitable population-based lung cancer screening programs in Canada: An inquiry of social values and ethical considerations,Health systems/services,Cancer
41548.0,2020,Simon Fraser University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Uncovering a Cellular Pathway that is Associated with Human Amyloidosis,Biomedical,"Molecular, cellular and systems biology-cell signaling"
475115.0,2020,"BC Cancer, part of PHSA",35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,ATG4B inhibition for the sensitization of treatment-resistant HER2+ cancers,Biomedical,Cancer therapy general
254662.0,2020,Simon Fraser University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Medications for concurrent mental disorders among people with opioid use disorder: estimating adverse effects and the causal effect on opioid agonist treatment outcomes.,Health systems/services,Mental health and behavioural conditions-mental health and addiction
61294.0,2020,Simon Fraser University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Concussion and Barriers to Care in Vulnerable Adolescents,Social/Cultural/Environmental/Population Health,Psychosocial/health behavioural res.
227455.0,2020,Simon Fraser University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Understanding the barriers and facilitators to trauma registry development in low- and middle-income countries,Health systems/services,Epidemiology
169171.0,2020,Simon Fraser University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Towards an HIV cure for all: increasing female representation in HIV latency research,Biomedical,Viral
929800.0,2020,Simon Fraser University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Enabling Microbial Genome Analysis for Infectious Disease Outbreak Investigations,Biomedical,Epidemiology
773011.0,2020,Université Laval,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Optimisation d'un modele pour evaluer l'impact de la direction des changements de pression arterielle sur l'autoregulation cerebrale dynamique,Clinical,Nervous system
183998.0,2020,Queen's University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,The role of sexual functioning in a biopsychosocial model of disability in inflammatory bowel disease: From research to knowledge translation,Social/Cultural/Environmental/Population Health,Health research
383580.0,2020,McMaster University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Functional characterization of novel genes of immune evasion in Salmonella Typhimurium,Biomedical,Epidemiology
480275.0,2020,Université Laval,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Developpement et evaluation de l'efficacite d'un programme d'autogestion de la douleur chronique chez les adultes en attente de services specialises : essai controle randomise,Health systems/services,Health services research
673709.0,2020,Université Laval,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Le glutamate sanguin en contexte d'obesite: de la pathophysiologie a la clinique,Biomedical,Epidemiology
811469.0,2020,Université Laval,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Habitudes et comportements alimentaires des parents de jeunes enfants au Quebec : impact d'un antecedent de diabete gestationnel,Clinical,Epidemiology
230475.0,2020,Queen's University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Air pollution and sentinel biologic health effects in Canada,Social/Cultural/Environmental/Population Health,Environmental influences on health
560803.0,2020,Université Laval,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Impact de la dependance aux jeux video sur l'evolution des patients atteints de premier episode psychotique,Biomedical,Psychosocial/health behavioural res.
361334.0,2020,Centre Hospitalier Universitaire de Quebec,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Impact fonctionnel d'IDH1 sur le metabolisme des cellules de cancer de la prostate,Biomedical,Cancer-cancer progression and metastasis
199209.0,2020,Université Laval,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Impact of sleeve gastrectomy bariatric procedure on bone health and fracture risk in severly obese patients with and without type 2 diabetes,Clinical,Health research
951522.0,2020,York University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Clinical Applications of the Adult Attachment Interview (AAI): Exploring the Mechanisms Through Which the AAI Enhances Parental Engagement and Boosts Treatment Outcomes Following Brief Emotion-Focused Family Therapy,Clinical,Psychosocial/health behavioural res.
101992.0,2020,York University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Longitudinal Neurocognitive Outcomes and Trajectories of Brain Development in Pediatric Patients with Multiple Sclerosis and Relapsing Myelin Oligodendrocyte Glycoprotein (MOG) Disease,Clinical,Neurosciences-neurological disorders
833795.0,2020,York University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,A brief mindfulness-based intervention to improve mental health among emerging adults: Evaluating a long-term follow-up randomized control clinical trial (RCT) and the mediating effects of self-compassion,Social/Cultural/Environmental/Population Health,Psychosocial/health behavioural res.
472197.0,2020,York University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,"Assessing caregiver influence on cortical, cardiac, and behavioural indicators of pain-related distress: New frontiers in neonatal pain assessment",Social/Cultural/Environmental/Population Health,Health care delivery
2094.0,2020,University of Waterloo,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Longitudinal Tracking of Health Status Using Machine Learning Analysis of Wearable Sensors: A Framework for Non-Intrusively Detecting Deteriorating Health,Clinical,Determinants of health
339765.0,2020,London Health Sciences Centre Res. Inc.,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Investigating effects of ATRX ablation in embryonic excitatory neurons,Biomedical,"Molecular, cellular and systems biology-cell signaling"
445521.0,2020,Toronto Metropolitan University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,The essential role of clathrin signalosomes in growth factor receptor signaling in cancer cells,Biomedical,Cancer-cancer drug development and therapeutics
632999.0,2020,St-Joseph's Health Care London - Parkwood Institute,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,The Contribution of Avolition to Apathy Symptomatology: Exploring the Sense of Agency in Frontotemporal Dementia using Intentional Binding,Biomedical,Psychosocial/health behavioural res.
555508.0,2020,University of Western Ontario,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Identifying the genetic determinants of neurodegenerative disease.,Biomedical,Neurosciences-neurological disorders
119187.0,2020,University of Western Ontario,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Let's Talk About Sex....ual Health: Exploring Young Women's Sexual Health in the Canadian Context,Social/Cultural/Environmental/Population Health,Health services research
354551.0,2020,University of Western Ontario,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Investigating preclinical outcomes of intratumoral modulation therapy for diffuse intrinsic pontine glioma and glioblastoma,Biomedical,Cancer therapy general
922419.0,2020,University of Western Ontario,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Investigating brain mechanisms for social interaction and stress,Biomedical,Psychosocial/health behavioural res.
711113.0,2020,University of Western Ontario,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Genetic Determinants of Atrial Fibrillation,Biomedical,Genetics
705854.0,2020,University of Western Ontario,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Knee inflammation and post-operative outcomes after total knee arthroplasty,Clinical,Immunology and infection-immunology and autoimmune diseases (including rheumatology)
730678.0,2020,University of Western Ontario,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,An Exploration of Child and Youth Mental Health Service Urgency and Intensity in Ontario,Health systems/services,Mental health and behavioural conditions-psychology and psychiatry
200597.0,2020,Toronto Metropolitan University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,The Effect of Therapeutic Alliance on Treatment Dropout in Cognitive Processing Therapy,Clinical,Mental health
814371.0,2020,University of Western Ontario,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,An Integrated Evaluation of Surgical Techniques and Devices for Total Knee Arthroplasty using Imaging and Sensor Systems,Clinical,"Medical research, hospital treatment, surgery"
71408.0,2020,University of Western Ontario,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,The role of the striatum and dopamine in socioemotional dysfunction in Parkinson's disease,Clinical,Neurosciences-neurological disorders
821885.0,2020,Memorial University of Newfoundland,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Non-Invasive Electrical Stimulation of Cells Chemically Predisposed for Excitability as a Cell Type-Specific Treatment for Depression,Biomedical,Cell biology
424213.0,2020,York University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Evaluating Political Strategies for Achieving Global Collective Action on Antimicrobial Resistance,Social/Cultural/Environmental/Population Health,Epidemiology
412914.0,2020,University of Toronto,24873.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Predictors and consequences of longitudinal recovery following moderate to severe traumatic brain injury.,Clinical,Neurosciences-neurological disorders
412914.0,2020,University of Toronto,10127.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Predictors and consequences of longitudinal recovery following moderate to severe traumatic brain injury.,Clinical,Neurosciences-neurological disorders
243576.0,2020,University of Toronto,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Emotional Reactivity and Reward Function in Concurrent Depression and Chronic Cannabis Use,Clinical,Mental health and behavioural conditions-mental health and addiction
715030.0,2020,Centre for Addiction and Mental Health,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,"Identifying Biotypes in Major Depressive disorder using Genomics, Sleep-EEG, Actigraphy and Neuroinformatics",Biomedical,"Neurosciences-cognition, communication and behaviour (including sleep and memory)"
538482.0,2020,Centre for Addiction and Mental Health,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,A Data-Driven Approach to Identifying Therapeutic Targets for Negative Symptoms in Schizophrenia,Clinical,Mental health
31147.0,2020,Concordia University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Neural mechanisms of dual-task walking following cognitive training in late adulthood and Motoric Cognitive Risk syndrome,Clinical,Psychosocial/health behavioural res.
646884.0,2020,Concordia University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,A transdiagnostic approach to the measurement and treatment of mental contamination,Clinical,Mental health
927497.0,2020,Institut de recherches cliniques de Montreal,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Projet de recherche-action participative pour identifier et caracteriser les defis ethiques engendres par les maladies rares au quotidien et dans le milieu de la sante,Health systems/services,Psychosocial/health behavioural res.
14909.0,2020,University of Alberta,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Cell volume reduction after large intracerebral hemorrhage,Biomedical,Cell biology
588057.0,2020,McGill University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Elucidating the factors dictating regulatory T cell function in immune-mediated glomerular diseases.,Biomedical,Immunology-transplantation
62645.0,2020,McGill University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Investigating microglial contributions to inflammation in Parkinson's disease using brain-like organoids,Biomedical,Neurosciences-neurological disorders
854378.0,2020,McGill University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Deciphering the molecular routes by which an altered sperm epigenome elicits birth defects in the offspring,Biomedical,Genetics-molecular and functional genetics and epigenetics
201216.0,2020,McGill University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Treating adults with amblyopia by reinstating neural plasticity,Clinical,Neurosciences-neurological disorders
45198.0,2020,McGill University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Maintaining Cellular and Nuclear Integrity During Immune Cell Migration,Biomedical,Immunology-transplantation
850007.0,2020,McGill University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Intestinal Microbial Composition Potentiates Citrobacter rodentium-Induced Autoimmunity and Parkinson's Disease-like Symptoms in Pink1-/- Mice,Biomedical,Immunology and infection-immunology and autoimmune diseases (including rheumatology)
696602.0,2020,McGill University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,The intersection between innate and adaptive immunity in primary lung cancer,Biomedical,Cancer
512246.0,2020,McGill University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Elucidating the role of bacteriophage infection in ulcerative colitis,Biomedical,Epidemiology
835101.0,2020,Research Institute of the McGill University Health Centre,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,The Role of Vps36 in Exosome Production and Infection by Leishmania Parasites,Biomedical,Infectious and parasitic
245244.0,2020,Centre hospitalier de l'Universite de Montreal,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Elucidating the mechanism of antibody-induced HIV-1 Env internalization,Biomedical,Immunology and infection-immunology and autoimmune diseases (including rheumatology)
220404.0,2020,McGill University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Characterising the effect of PM2.5 air pollution exposure on tuberculosis (TB) treatment outcomes and TB-associated mortality in a high TB burden setting,Social/Cultural/Environmental/Population Health,Environmental influences on health
717201.0,2020,Research Institute of the McGill University Health Centre,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,The role of the Mycobacterium tuberculosis SigK regulon in infection and disease,Biomedical,Genetics
533679.0,2020,McGill University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Uncovering a novel role for a Neogenin-WAVE regulatory complex interaction in modulating synaptic inhibition in cortical circuitry,Biomedical,"Molecular, cellular and systems biology-cell signaling"
968014.0,2020,McGill University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,uPA: a novel actionable target for patients with lung squamous cell carcinomas.,Biomedical,Cancer
210744.0,2020,McGill University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Bridging the clinic and community: Implementing an integrated chronic pain management intervention,Health systems/services,Health research
634938.0,2020,McGill University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Using ASD models to gain insight into serotonergic feedback during perceptual decsion making in mice,Biomedical,Psychosocial/health behavioural res.
714672.0,2020,McGill University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,The impact of RNA Binding protein HuR on satellite cell commitment during myogenesis.,Biomedical,"Molecular, cellular and systems biology-cell signaling"
90054.0,2020,McGill University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Zika Virus Evolution and the Impact on Viral Fitness in Mosquito Cells,Biomedical,Viral
71638.0,2020,McGill University,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Clinical practice guidelines in psychosocial oncology: Usage by and attitudes of mental health professionals,Health systems/services,Cancer therapy general
185538.0,2020,Montreal Neurological Institute-Hospital,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Investigating stalled polysome dysregulation as a shared feature of human intellectual disorders,Biomedical,Genetics-molecular and functional genetics and epigenetics
72556.0,2020,Institute for Work & Health,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,"Should I tell my employer I have a disability? Understanding communication, decision making, support and accommodation processes in the workplace among adults living with chronic disabling conditions",Social/Cultural/Environmental/Population Health,Psychosocial/health behavioural res.
280193.0,2020,University of Alberta,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,The Role of Autologous Mesenchymal Stem Cell Recellularization in Rescuing the Xenoreactive Immune Response,Biomedical,Immunology-transplantation
415432.0,2020,University of Alberta,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,The use of patient derived gastric cancer organoids as a predictive tool to determine patient response to neoadjuvant chemotherapy,Biomedical,Cancer-cancer drug development and therapeutics
36760.0,2020,University of Alberta,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Increasing Myocardial Ketone Oxidation as an Approach to Treat Heart Failure,Biomedical,Cardiovascular
937711.0,2020,University of Alberta,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Fasted Exercise training in Type 2 Diabetes (FED),Clinical,Health
666581.0,2020,Centre of Excellence for Women's Health,7779.0,SGBA Health Policy-Research Partnerships - Applying a SGBA+ lens to prescription drug lifecycle management,Grant Program,Applying a sex and gender-based lens to prescription drug lifecycle management,Health systems/services,Aging
14624.0,2020,Women's College Hospital,441720.0,Network Catalyst Grants - Skin Health,Grant Program,Skin Investigation Network of Canada (SkIN Canada),Biomedical,Epidemiology
644475.0,2020,University of Calgary,331290.0,Network Catalyst Grants - Concussion,Grant Program,Canadian Concussion Network,Biomedical,Epidemiology
912777.0,2020,University of Toronto,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Modelling Functional Recovery After Spinal Cord Injury Using Human Organoids,Clinical,"Medical research, hospital treatment, surgery"
482031.0,2020,University of Toronto,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,The role of Hedgehog signaling in basal-like breast cancer and the tumour microenvironment,Biomedical,Cancer-mechanisms of carcinogenesis
943124.0,2020,University of Toronto,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,"Seeing Clearly: A Decision Analysis of Novel MRI, PSMA PET/CT, and Biomarker Testing in Early Prostate Cancer Detection",Health systems/services,Cancer-cancer progression and metastasis
925873.0,2020,University of Toronto,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Developing Population-Based Risk Tools to Predict and Reduce Premature Mortality in Canadian Cities,Social/Cultural/Environmental/Population Health,Population and health-health promotion and disease prevention
396483.0,2020,University of Toronto Scarborough,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Neural Mechanisms Underlying Changes in Internalizing and Externalizing Symptoms for Adolescents Undergoing a Dialectical Behaviour Therapy Skills Group,Clinical,Mental health and behavioural conditions-psychology and psychiatry
542659.0,2020,University of Toronto,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Examining modifiable risk factors previously associated with breast cancer incidence on breast cancer survival among BRCA mutation carriers,Social/Cultural/Environmental/Population Health,Cancer-cancer progression and metastasis
81471.0,2020,University of Toronto,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Cholinergic prefrontal attention circuitry deficits in rodent models of Alzheimer's disease,Biomedical,Neurosciences-neurological disorders
141447.0,2020,University of Toronto,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Economic consequences of cancer in adolescents and young adults: a population-based Canadian national study,Social/Cultural/Environmental/Population Health,Cancer
908258.0,2020,University of Toronto,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Reducing patient preoperative anxiety through an innovative translational simulation intervention targeting health professionals,Clinical,"Medical research, hospital treatment, surgery"
381680.0,2020,University Health Network,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Enhancing sentinel lymph node mapping in lung cancer surgery using a novel liposome-based dual-modality nanoparticle,Biomedical,Cancer-cancer progression and metastasis
653855.0,2020,Sunnybrook Health Sciences Centre,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Quality of care in people with lung cancer and chronic obstructive pulmonary disease: An overlooked population,Health systems/services,Cancer
426031.0,2020,University of Toronto,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,"The association between current enrollment in opioid substitution therapy and risk of providing injection initiation assistance to others over time: a longitudinal cohort study of persons who inject drugs in Toronto, Ontario",Social/Cultural/Environmental/Population Health,Mental health and behavioural conditions-mental health and addiction
693582.0,2020,Centre for Addiction and Mental Health,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,"Identifying rural-urban differences in access to treatment and harms associated with alcohol use disorder in Ontario, Canada",Social/Cultural/Environmental/Population Health,Mental health and behavioural conditions-mental health and addiction
702461.0,2020,University of Toronto,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Symptom Burden as a Predictor of Emergency Room Visits and Unplanned Hospitalizations in Patients with Head and Neck Cancer,Health systems/services,Cancer
205665.0,2020,Centre hospitalier de l'Universite de Montreal,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Expanding e-Mental Health Services: The Development and Randomized Clinical Trial of a Technology-based Psychological Intervention for Cannabis Use Disorder in Young Adults with Psychosis,Biomedical,Mental health and behavioural conditions-mental health and addiction
715555.0,2020,Centre for Interdisciplinary Research in Rehabilitation of Greater Montreal,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Cocreation et diffusion d'une formation pour ergotherapeutes portant sur la readaptation sexuelle suivant un accident vasculaire cerebral : une etude mixte quasi-experimentale.,Health systems/services,Epidemiology
552619.0,2020,Centre hospitalier universitaire Sainte-Justine,25000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Unprecedented role for the novel lactate receptor GPR81 in protecting against age-related macular degeneration.,Biomedical,Aging
249193.0,2020,CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Computational single-cell analysis of developmental programs disrupted in pediatric tumours,Biomedical,Cancer
793797.0,2020,Université de Montréal,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,"Un essai clinique randomise et controle, a simple insu, comparant la Therapie Avatar a la Therapie Cognitivo-Comportementale pour les hallucinations auditives verbales chez les patients atteints de schizophrenie",Clinical,Mental and behavioural diseases
51746.0,2020,CIUSSS du Nord-de-l'Ile-de Montreal - Hopital Sacre Coeur,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Application d'un protocole de stimulation magnetique transcranienne repetitive theta-burst multisessions dans la gestion de la douleur aigue et la prevention de la douleur chronique chez des patients victimes d'une fracture d'un membre superieur avec ou sans traumatisme craniocerebral leger concomitant.,Clinical,Psychosocial/health behavioural res.
777530.0,2020,CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Association between the concomitant use of selective serotonin reuptake inhibitors (SSRIs) and oral anticoagulants and the risk of major bleeding,Clinical,Mental health and behavioural conditions-psychology and psychiatry
844958.0,2020,Université de Montréal,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Predicteurs precoces de l'evolution des difficultes d'anomie entre les phases precoce et chronique chez les aphasiques post-stroke,Clinical,Genetics
914402.0,2020,University of Toronto,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Organizational capacity needed by hospitals to optimize approaches and impacts of patient engagement in planning and improvement: a multi-method investigation,Health systems/services,"Medical research, hospital treatment, surgery"
733543.0,2020,University Health Network,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Investigating the Effect of Hypoxia and Aryl Hydrocarbon Signalling on the Immune Response to Pancreatic Cancer,Biomedical,Cancer
784407.0,2020,Krembil Research Institute,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Ephb4 signaling in pulmonary fibrosis development,Biomedical,Epidemiology
494366.0,2020,University of Calgary,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Efficacy of a memory-reframing intervention for post-surgical pain in youth,Clinical,"Medical research, hospital treatment, surgery"
73375.0,2020,University of Calgary,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,The BE-WEL in CR-AF Study: A BEhavioural WEight Loss INtervention delivered in Cardiac Rehabilitation for patients with Atrial Fibrillation and obesity,Clinical,Health research
806365.0,2020,University of Calgary,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,The Role of Parenting Behaviours in the Intergenerational Transmission of Risk for Chronic Pain,Clinical,Psychosocial/health behavioural res.
170434.0,2020,Centre de recherche sur le vieillissement,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Does family history of type 2 diabetes influence fat oxidation and the source of oxidized fat during exercise in aging women?,Clinical,Health research
175986.0,2020,University of Calgary,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Outlining the transition to precision performance feedback,Social/Cultural/Environmental/Population Health,Multidisciplinary
915463.0,2020,"Tom Baker Cancer Centre, Calgary",35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Three-dimensional transvaginal ultrasound guidance for gynecologic high-dose-rate intracavitary/interstitial brachytherapy,Clinical,Other medical research
512832.0,2020,Universite de Sherbrooke,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Treating chronic pain with pepducins derived from neurotensin receptor type 1 (NTS1),Biomedical,Health research
283116.0,2020,University of Guelph,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,RecoverED: Centering the voices of those with lived experience when working towards a consensus definition of eating disorder recovery,Clinical,Psychosocial/health behavioural res.
194778.0,2020,Hospital for Sick Children,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,The Psychosocial Impact of Scars in Pediatric Patients Undergoing Scar-Directed Therapy,Social/Cultural/Environmental/Population Health,Psychosocial/health behavioural res.
776657.0,2020,Ontario Institute for Cancer Research,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Predicting health outcomes from hematopoietic evolution in large population cohorts,Biomedical,Epidemiology
486795.0,2020,University of Toronto,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,The role of gut-derived serotonin in intestinal fat absorption and chylomicron production.,Biomedical,Health research
683242.0,2020,Hospital for Sick Children,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Determining normative levels and within-subject changes in key routine and emerging biomarkers of pathophysiological conditions in pregnancy and early neonatology,Biomedical,Epidemiology
535145.0,2020,University of Guelph,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Role of the sympathetic nervous system in mediating exaggerated blood pressure responses to exercise,Biomedical,Nervous system
235670.0,2020,University of Toronto,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Exploiting natural products and their derivatives to identify novel antifungal strategies against human fungal pathogens,Biomedical,"Molecular, cellular and systems biology-cell signaling"
577108.0,2020,University of Toronto Scarborough,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Examining Mechanisms and Motives Driving Cannabis Use in Individuals with Borderline Personality Disorder Features,Clinical,Mental health and behavioural conditions-mental health and addiction
603539.0,2020,Laurentian University of Sudbury,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,"""Gchi'aya'ag Anishinabeg Endaayad"" Developing an Anishinabek model of an age-and-dementia friendly community with the Atikameksheng Anishnawbek: A phenomenography study.",Social/Cultural/Environmental/Population Health,Aging
255843.0,2020,University of Ottawa,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,The development of effective TNBC treatment through the co-inhibition of SCD1 and NF-kB pathways,Clinical,Molecular biology
456217.0,2020,University of Ottawa,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,A single-blind RCT of a professional development training program for psychotherapists to detect and repair therapeutic alliance tensions,Health systems/services,Psychosocial/health behavioural res.
192349.0,2020,University of Ottawa,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,An examination of family-level risk and protective factors for suicidal behaviours among Canadian adolescents,Social/Cultural/Environmental/Population Health,Mental health and behavioural conditions-mental health and addiction
542357.0,2020,University of Ottawa,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Improving our understanding of the implications of unanticipated or unclear prenatal genetic screening results.,Health systems/services,Genetics
330317.0,2020,Hospital for Sick Children,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,miR-130b Regulation of Hepatic Lipid and Lipoprotein Metabolism,Biomedical,Genetics-molecular and functional genetics and epigenetics
755969.0,2020,Hospital for Sick Children,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Closed-loop acoustic neurostimulation for treatment of epilepsy,Biomedical,Neurosciences-neurological disorders
319642.0,2020,Hospital for Sick Children,35000.0,Doctoral Research Award: Canada Graduate Scholarships,Award Program,Modelling the developmental origins of human sonic hedgehog medulloblastoma,Biomedical,Genetics
